INIT,0,18065510.318979360,0,0,0
LAUNCH,0,18065510.319478016,0,0,0
RUNTIME_ENTER,0,18065510.319480587,0,0,0
RUNTIME_LEAVE,0,18065510.319487162,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319490552,0,0,16
ARRAY_ALLOCATE_LEAVE,0,18065510.319491602,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319491945,0,0,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319492389,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319492705,0,0,1
ARRAY_ALLOCATE_LEAVE,0,18065510.319493089,0,0,0
RUNTIME_ENTER,0,18065510.319494594,0,0,0
RUNTIME_LEAVE,0,18065510.319499560,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319501892,48,2,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319502469,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319510732,0,33,1
ARRAY_ALLOCATE_LEAVE,0,18065510.319511089,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319512300,0,65,1
ARRAY_ALLOCATE_LEAVE,0,18065510.319512881,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319550533,0,4096,1
ARRAY_ALLOCATE_LEAVE,0,18065510.319558587,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319570143,0,8,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319570728,0,0,0
THREAD_COPY,0,18065510.319572292,140577316208716,140577316254324,0
ARRAY_ALLOCATE_ENTER,0,18065510.319573265,0,8,4
ARRAY_ALLOCATE_LEAVE,0,18065510.319573846,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319574844,0,1,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319575302,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319576155,0,8,0
ARRAY_ALLOCATE_LEAVE,0,18065510.319576725,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319577407,80,8,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319577854,0,0,0
THREAD_COPY,0,18065510.319581546,140577316254324,140577316270156,0
RUNTIME_ENTER,0,18065510.319583461,0,0,0
RUNTIME_LEAVE,0,18065510.319584332,0,0,0
THREAD_COPY,0,18065510.319597092,140577316254324,140577314308172,0
RUNTIME_ENTER,0,18065510.319597915,0,0,0
RUNTIME_LEAVE,0,18065510.319598414,0,0,0
THREAD_COPY,0,18065510.319606710,140577316254324,140577314312268,0
RUNTIME_ENTER,0,18065510.319607656,0,0,0
RUNTIME_LEAVE,0,18065510.319608148,0,0,0
THREAD_COPY,0,18065510.319614612,140577316254324,140577314316364,0
RUNTIME_ENTER,0,18065510.319615413,0,0,0
RUNTIME_LEAVE,0,18065510.319615871,0,0,0
THREAD_COPY,0,18065510.319620308,140577316254324,140577314320460,0
RUNTIME_ENTER,0,18065510.319621030,0,0,0
RUNTIME_LEAVE,0,18065510.319621529,0,0,0
THREAD_COPY,0,18065510.319633696,140577316254324,140577314324556,0
RUNTIME_ENTER,0,18065510.319634441,0,0,0
RUNTIME_LEAVE,0,18065510.319634940,0,0,0
THREAD_COPY,0,18065510.319639508,140577316254324,140577314328652,0
RUNTIME_ENTER,0,18065510.319640227,0,0,0
RUNTIME_LEAVE,0,18065510.319640733,0,0,0
THREAD_COPY,0,18065510.319645304,140577316254324,140577314332748,0
RUNTIME_ENTER,0,18065510.319646083,0,0,0
RUNTIME_LEAVE,0,18065510.319646586,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319647670,0,8,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319648243,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319649410,0,8,0
ARRAY_ALLOCATE_LEAVE,0,18065510.319649801,0,0,0
THREAD_COPY,0,18065510.319657922,140577316254324,140577314336844,0
RUNTIME_ENTER,0,18065510.319658656,0,0,0
RUNTIME_LEAVE,0,18065510.319659118,0,0,0
RUNTIME_ENTER,0,18065510.319659930,0,0,0
RUNTIME_LEAVE,0,18065510.319664139,0,0,0
THREAD_COPY,0,18065510.319667909,140577316254324,140577314345036,0
RUNTIME_ENTER,0,18065510.319668580,0,0,0
RUNTIME_LEAVE,0,18065510.319669042,0,0,0
THREAD_COPY,0,18065510.319673385,140577316254324,140577314349132,0
RUNTIME_ENTER,0,18065510.319674131,0,0,0
RUNTIME_LEAVE,0,18065510.319674596,0,0,0
THREAD_COPY,0,18065510.319679260,140577316254324,140577314353228,0
RUNTIME_ENTER,0,18065510.319680002,0,0,0
RUNTIME_LEAVE,0,18065510.319680482,0,0,0
THREAD_COPY,0,18065510.319688424,140577316254324,140577314357324,0
RUNTIME_ENTER,0,18065510.319689158,0,0,0
RUNTIME_LEAVE,0,18065510.319689617,0,0,0
THREAD_COPY,0,18065510.319694012,140577316254324,140577314361420,0
RUNTIME_ENTER,0,18065510.319694746,0,0,0
RUNTIME_LEAVE,0,18065510.319695234,0,0,0
THREAD_COPY,0,18065510.319701266,140577316254324,140577314365516,0
RUNTIME_ENTER,0,18065510.319701999,0,0,0
RUNTIME_LEAVE,0,18065510.319702506,0,0,0
THREAD_COPY,0,18065510.319710448,140577316254324,140577314369612,0
RUNTIME_ENTER,0,18065510.319711238,0,0,0
RUNTIME_LEAVE,0,18065510.319711722,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319714509,0,8,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319715098,0,0,0
THREAD_COPY,0,18065510.319716100,140577316208716,140577314343236,0
ARRAY_ALLOCATE_ENTER,0,18065510.319716737,0,8,16
ARRAY_ALLOCATE_LEAVE,0,18065510.319717329,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319717921,0,255,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319725566,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319729075,0,255,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319736619,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319739398,0,255,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319746971,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319749676,0,255,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319756787,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319759689,0,255,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319767304,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319770202,0,255,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319788810,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319791794,0,255,8
ARRAY_ALLOCATE_LEAVE,0,18065510.319799591,0,0,0
ARRAY_ALLOCATE_ENTER,0,18065510.319802541,0,255,8
